Date,Time,Item Code,Quantity Sold (kilo),Unit Selling Price (RMB/kg),Sale or Return,Discount (Yes/No)
2020-11-23,15:11:38.545,102900005115793,0.217,12.0,sale,No
2020-11-23,17:06:14.207,102900005115793,0.259,12.0,sale,No
2020-11-23,17:15:10.979,102900005115793,0.568,12.0,sale,No
2020-11-23,17:20:50.717,102900005115793,0.2,12.0,sale,No
2020-11-23,17:58:01.467,102900005115793,0.242,12.0,sale,No
2020-11-23,18:25:06.790,102900005115793,0.601,12.0,sale,No
2020-11-23,19:02:53.092,102900005115793,0.601,12.0,sale,No
2020-11-25,19:59:22.459,102900005115793,0.292,12.0,sale,No
2020-11-27,18:42:56.625,102900005115793,0.309,12.0,sale,No
2020-12-07,14:23:48.920,102900005115793,0.3,14.0,sale,No
2020-12-07,16:19:34.311,102900005115793,0.3,14.0,sale,No
2020-12-07,17:31:14.269,102900005115793,0.279,14.0,sale,No
2020-12-07,19:36:06.092,102900005115793,0.279,14.0,sale,No
2020-12-08,10:22:28.011,102900005115793,0.308,14.0,sale,No
2020-12-08,18:26:33.551,102900005115793,0.572,14.0,sale,No
2020-12-08,18:33:07.156,102900005115793,0.236,14.0,sale,No
2020-12-09,13:09:25.514,102900005115793,0.329,14.0,sale,No
2020-12-09,15:46:58.155,102900005115793,0.565,14.0,sale,No
2020-12-09,19:50:39.561,102900005115793,0.415,14.0,sale,No
2020-12-11,19:43:16.711,102900005115793,0.272,14.0,sale,No
2020-12-12,09:11:14.923,102900005115793,0.315,14.0,sale,No
2020-12-12,17:21:49.717,102900005115793,0.293,14.0,sale,No
2020-12-12,18:21:42.280,102900005115793,0.544,14.0,sale,No
2020-12-12,19:03:51.745,102900005115793,0.25,14.0,sale,No
2020-12-12,19:18:53.951,102900005115793,0.258,14.0,sale,No
2020-12-13,10:58:56.010,102900005115793,0.343,14.0,sale,No
2020-12-13,11:10:54.349,102900005115793,0.272,14.0,sale,No
2020-12-13,11:16:11.076,102900005115793,0.258,14.0,sale,No
2020-12-13,16:42:30.092,102900005115793,0.351,14.0,sale,No
2020-12-14,18:19:47.922,102900005115793,0.279,14.0,sale,No
2020-12-14,18:52:38.014,102900005115793,0.293,14.0,sale,No
2020-12-14,19:55:13.920,102900005115793,0.315,14.0,sale,No
2020-12-14,19:56:56.977,102900005115793,0.372,14.0,sale,No
2020-12-18,18:32:26.108,102900005115793,0.286,14.0,sale,No
2020-12-20,14:00:41.014,102900005115793,0.365,14.0,sale,No
2020-12-20,16:59:31.319,102900005115793,0.579,14.0,sale,No
2020-12-20,19:13:16.865,102900005115793,0.258,14.0,sale,No
2020-12-20,20:22:50.906,102900005115793,0.665,14.0,sale,No
2021-03-17,13:55:07.539,102900005115793,0.386,14.0,sale,No
2021-03-17,13:55:07.732,102900005115793,0.265,14.0,sale,No
2021-03-17,18:19:12.733,102900005115793,0.3,14.0,sale,No
2021-03-17,18:19:18.451,102900005115793,0.293,14.0,sale,No
2021-03-19,16:24:22.139,102900005115793,0.265,14.0,sale,No
2021-03-19,17:18:38.468,102900005115793,0.286,14.0,sale,No
2021-03-21,11:09:44.519,102900005115793,0.3,14.0,sale,No
2021-03-21,12:25:54.707,102900005115793,0.25,14.0,sale,No
2021-03-21,13:43:45.295,102900005115793,0.272,14.0,sale,No
2021-03-21,14:15:22.686,102900005115793,0.265,14.0,sale,No
2021-03-21,14:17:28.133,102900005115793,0.279,14.0,sale,No
2021-03-21,15:43:48.345,102900005115793,0.286,14.0,sale,No
2021-03-21,17:34:08.076,102900005115793,0.351,14.0,sale,No
2021-03-21,17:38:07.733,102900005115793,0.3,14.0,sale,No
2021-03-21,17:50:34.573,102900005115793,0.258,14.0,sale,No
2021-03-21,17:50:34.766,102900005115793,0.25,14.0,sale,No
2021-03-21,17:56:39.826,102900005115793,0.315,14.0,sale,No
2021-03-21,17:56:44.451,102900005115793,0.343,14.0,sale,No
2021-03-21,18:05:49.795,102900005115793,0.329,14.0,sale,No
2021-03-21,18:15:06.983,102900005115793,0.265,14.0,sale,No
2021-03-21,18:15:49.655,102900005115793,0.279,14.0,sale,No
2021-03-21,18:23:42.645,102900005115793,0.315,14.0,sale,No
2021-03-21,18:25:44.655,102900005115793,0.336,14.0,sale,No
2021-03-21,18:25:46.748,102900005115793,0.286,14.0,sale,No
2021-03-21,18:40:40.985,102900005115793,0.265,14.0,sale,No
2021-03-21,18:40:41.188,102900005115793,0.258,14.0,sale,No
2021-03-21,18:44:58.436,102900005115793,0.236,14.0,sale,No
2021-03-21,19:05:11.874,102900005115793,0.236,14.0,sale,No
2021-03-21,19:13:34.014,102900005115793,0.265,14.0,sale,No
2021-03-21,19:48:44.780,102900005115793,0.293,14.0,sale,No
2021-03-21,19:58:29.055,102900005115793,0.365,14.0,sale,No
2021-03-21,19:58:29.248,102900005115793,0.286,14.0,sale,No
2021-03-21,20:01:49.644,102900005115793,0.3,14.0,sale,No
2021-03-24,10:19:50.168,102900005115793,0.293,14.0,sale,No
2021-03-24,17:11:41.608,102900005115793,0.343,14.0,sale,No
2021-03-25,09:33:50.218,102900005115793,0.279,14.0,sale,No
2021-03-25,11:33:06.733,102900005115793,0.293,14.0,sale,No
2021-03-25,11:33:11.951,102900005115793,0.3,14.0,sale,No
2021-03-25,12:35:12.217,102900005115793,0.358,14.0,sale,No
2021-03-25,13:00:20.308,102900005115793,0.3,14.0,sale,No
2021-03-25,13:00:20.511,102900005115793,0.351,14.0,sale,No
2021-03-25,17:47:08.139,102900005115793,0.293,14.0,sale,No
2021-03-25,18:03:16.483,102900005115793,0.322,14.0,sale,No
2021-03-25,18:05:00.609,102900005115793,0.351,14.0,sale,No
2021-03-25,19:15:28.273,102900005115793,0.322,14.0,sale,No
2021-03-26,10:06:46.795,102900005115793,0.587,14.0,sale,No
2021-03-26,10:22:53.170,102900005115793,0.243,14.0,sale,No
2021-03-26,10:56:40.809,102900005115793,0.207,14.0,sale,No
2021-03-26,11:09:05.765,102900005115793,0.279,14.0,sale,No
2021-03-26,12:17:54.652,102900005115793,0.279,14.0,sale,No
2021-03-26,13:59:29.717,102900005115793,0.229,14.0,sale,No
2021-03-26,15:29:48.514,102900005115793,0.544,14.0,sale,No
2021-03-26,16:59:09.795,102900005115793,0.322,14.0,sale,No
2021-03-26,17:21:19.654,102900005115793,0.265,14.0,sale,No
2021-03-26,18:07:37.849,102900005115793,0.243,14.0,sale,No
2021-03-26,18:23:21.608,102900005115793,0.279,14.0,sale,No
2021-03-26,18:49:46.460,102900005115793,0.272,14.0,sale,No
2021-03-27,09:44:09.762,102900005115793,0.3,14.0,sale,No
2021-03-27,16:17:43.375,102900005115793,0.265,14.0,sale,No
2021-03-28,09:58:06.744,102900005115793,0.315,14.0,sale,No
2021-03-28,19:26:44.586,102900005115793,0.379,14.0,sale,No
2021-03-28,19:44:13.061,102900005115793,0.3,14.0,sale,No
2021-03-28,20:01:46.680,102900005115793,0.286,14.0,sale,No
2021-03-29,14:03:58.139,102900005115793,0.508,14.0,sale,No
2021-03-29,19:16:17.592,102900005115793,0.458,14.0,sale,No
2021-03-29,19:35:41.436,102900005115793,0.765,14.0,sale,No
2021-03-30,10:01:49.101,102900005115793,0.436,14.0,sale,No
2021-03-30,10:50:26.417,102900005115793,0.887,14.0,sale,No
2021-03-30,10:56:33.717,102900005115793,0.408,14.0,sale,No
2021-03-30,11:22:49.061,102900005115793,0.372,14.0,sale,No
2021-03-30,14:58:18.326,102900005115793,0.73,14.0,sale,No
2021-03-30,17:38:29.121,102900005115793,0.372,14.0,sale,No
2021-03-30,17:56:50.780,102900005115793,0.343,14.0,sale,No
2021-03-30,18:05:50.139,102900005115793,0.401,14.0,sale,No
2021-03-30,18:23:18.008,102900005115793,0.401,14.0,sale,No
2021-03-30,18:45:11.889,102900005115793,0.415,14.0,sale,No
2021-03-31,09:48:01.453,102900005115793,0.422,14.0,sale,No
2021-03-31,10:21:46.843,102900005115793,0.215,14.0,sale,No
2021-03-31,10:36:52.436,102900005115793,0.3,14.0,sale,No
2021-03-31,11:06:02.769,102900005115793,0.358,14.0,sale,No
2021-03-31,11:28:31.412,102900005115793,0.236,14.0,sale,No
2021-03-31,12:02:42.065,102900005115793,0.408,14.0,sale,No
2021-03-31,18:29:40.944,102900005115793,0.193,14.0,sale,No
2021-03-31,19:23:20.390,102900005115793,0.379,14.0,sale,No
2021-03-31,19:23:37.265,102900005115793,0.193,14.0,sale,No
2021-04-02,11:02:41.184,102900005115793,0.193,14.0,sale,No
2021-04-07,09:13:18.984,102900005115793,0.672,14.0,sale,No
2021-04-07,10:11:49.139,102900005115793,0.579,14.0,sale,No
2021-04-07,11:49:04.718,102900005115793,0.651,14.0,sale,No
2021-04-07,12:14:36.655,102900005115793,0.601,14.0,sale,No
2021-04-07,12:39:35.915,102900005115793,0.329,14.0,sale,No
2021-04-07,13:45:38.717,102900005115793,0.587,14.0,sale,No
2021-04-07,15:21:52.545,102900005115793,0.343,14.0,sale,No
2021-04-07,15:50:48.692,102900005115793,0.322,14.0,sale,No
2021-04-07,15:55:49.022,102900005115793,0.336,14.0,sale,No
2021-04-07,17:32:39.871,102900005115793,0.3,14.0,sale,No
2021-04-07,18:05:04.725,102900005115793,0.243,14.0,sale,No
2021-04-07,18:25:28.953,102900005115793,0.293,14.0,sale,No
2021-04-07,18:35:46.859,102900005115793,0.515,14.0,sale,No
2021-04-07,18:54:23.859,102900005115793,0.243,14.0,sale,No
2021-04-07,19:50:32.096,102900005115793,0.258,14.0,sale,No
2021-05-09,09:14:58.461,102900005115793,0.401,16.0,sale,No
2021-05-09,11:21:48.233,102900005115793,0.701,16.0,sale,No
2021-05-09,11:34:58.623,102900005115793,0.419,16.0,sale,No
2021-05-09,13:48:36.030,102900005115793,0.344,16.0,sale,No
2021-05-09,14:00:06.078,102900005115793,0.344,16.0,sale,No
2021-05-09,14:49:08.976,102900005115793,0.319,16.0,sale,No
2021-05-09,15:15:26.119,102900005115793,0.726,16.0,sale,No
2021-05-09,15:22:54.423,102900005115793,0.369,16.0,sale,No
2021-05-09,16:17:30.216,102900005115793,0.394,16.0,sale,No
2021-05-09,16:25:59.142,102900005115793,0.369,16.0,sale,No
2021-05-09,16:59:40.451,102900005115793,0.369,16.0,sale,No
2021-05-09,17:52:36.864,102900005115793,0.645,16.0,sale,No
2021-05-09,18:51:45.201,102900005115793,0.35,16.0,sale,No
2021-05-09,19:41:53.623,102900005115793,0.35,16.0,sale,No
2021-05-12,09:29:06.071,102900005115793,0.693,12.0,sale,No
2021-05-12,09:59:42.655,102900005115793,0.693,12.0,sale,No
2021-05-12,10:55:25.949,102900005115793,0.71,12.0,sale,No
2021-05-12,11:08:28.842,102900005115793,0.342,12.0,sale,No
2021-05-12,11:45:55.402,102900005115793,0.342,12.0,sale,No
2021-05-12,11:49:34.993,102900005115793,0.785,12.0,sale,No
2021-05-12,12:58:19.239,102900005115793,0.342,12.0,sale,No
2021-05-12,14:01:51.882,102900005115793,0.359,12.0,sale,No
2021-05-12,16:00:10.842,102900005115793,0.651,12.0,sale,No
2021-05-12,16:31:42.996,102900005115793,0.384,12.0,sale,No
2021-05-12,17:27:15.988,102900005115793,0.676,12.0,sale,No
2021-05-12,18:42:55.602,102900005115793,0.334,12.0,sale,No
2021-05-12,19:16:31.936,102900005115793,0.334,12.0,sale,No
2021-05-12,19:31:33.970,102900005115793,0.718,12.0,sale,No
2021-05-13,09:21:07.826,102900005115793,0.659,12.0,sale,No
2021-05-13,09:57:58.405,102900005115793,0.284,12.0,sale,No
2021-05-13,09:59:49.561,102900005115793,0.317,12.0,sale,No
2021-05-13,10:15:48.030,102900005115793,0.367,12.0,sale,No
2021-05-13,10:56:14.264,102900005115793,0.359,12.0,sale,No
2021-05-13,11:01:08.729,102900005115793,0.309,12.0,sale,No
2021-05-13,11:15:42.667,102900005115793,1.01,12.0,sale,No
2021-05-13,11:46:48.903,102900005115793,0.417,12.0,sale,No
2021-05-13,13:33:48.900,102900005115793,0.401,12.0,sale,No
2021-05-13,16:17:20.014,102900005115793,0.659,12.0,sale,No
2021-05-13,16:32:16.951,102900005115793,0.693,12.0,sale,No
2021-05-13,16:56:53.951,102900005115793,0.718,12.0,sale,No
2021-05-13,17:43:08.187,102900005115793,0.351,12.0,sale,No
2021-05-13,17:50:08.552,102900005115793,0.401,12.0,sale,No
2021-05-13,18:30:14.246,102900005115793,0.634,12.0,sale,No
2021-05-13,18:31:56.608,102900005115793,0.659,12.0,sale,No
2021-05-13,18:46:21.436,102900005115793,0.71,12.0,sale,No
2021-05-13,18:48:05.561,102900005115793,0.609,12.0,sale,No
2021-05-13,18:54:52.233,102900005115793,0.359,12.0,sale,No
2021-05-13,19:50:24.116,102900005115793,0.292,12.0,sale,No
2021-05-13,20:06:04.045,102900005115793,0.85,6.0,sale,Yes
2021-05-14,10:11:57.561,102900005115793,0.601,12.0,sale,No
2021-05-14,16:04:25.863,102900005115793,0.334,12.0,sale,No
2021-05-14,17:02:57.311,102900005115793,0.359,12.0,sale,No
2021-05-14,17:07:19.221,102900005115793,0.359,12.0,sale,No
2021-05-14,17:21:20.983,102900005115793,1.01,12.0,sale,No
2021-05-14,17:27:34.342,102900005115793,0.284,12.0,sale,No
2021-05-14,17:39:37.670,102900005115793,0.384,12.0,sale,No
2021-05-14,17:47:10.021,102900005115793,0.326,12.0,sale,No
2021-05-14,18:28:13.639,102900005115793,0.334,12.0,sale,No
2021-05-14,18:28:23.053,102900005115793,0.676,12.0,sale,No
2021-05-14,18:35:34.326,102900005115793,0.359,12.0,sale,No
2021-05-14,20:06:54.459,102900005115793,0.301,12.0,sale,No
2021-05-15,09:52:34.542,102900005115793,0.342,12.0,sale,No
2021-05-15,09:55:42.342,102900005115793,0.384,12.0,sale,No
2021-05-15,09:59:38.264,102900005115793,0.367,12.0,sale,No
2021-05-15,10:04:44.873,102900005115793,1.085,12.0,sale,No
2021-05-15,10:29:49.095,102900005115793,0.301,12.0,sale,No
2021-05-15,10:33:22.331,102900005115793,0.292,12.0,sale,No
2021-05-15,10:50:56.170,102900005115793,0.659,12.0,sale,No
2021-05-15,10:58:56.557,102900005115793,0.392,12.0,sale,No
2021-05-15,11:01:49.936,102900005115793,0.467,12.0,sale,No
2021-05-15,11:15:24.740,102900005115793,0.342,12.0,sale,No
2021-05-15,11:54:22.604,102900005115793,0.342,12.0,sale,No
2021-05-15,13:03:18.734,102900005115793,0.334,12.0,sale,No
2021-05-15,14:09:04.717,102900005115793,0.609,12.0,sale,No
2021-05-15,15:05:13.701,102900005115793,0.334,12.0,sale,No
2021-05-15,15:16:52.396,102900005115793,0.367,12.0,sale,No
2021-05-15,15:40:05.529,102900005115793,0.668,12.0,sale,No
2021-05-15,16:35:32.920,102900005115793,0.659,12.0,sale,No
2021-05-15,17:01:19.660,102900005115793,0.309,12.0,sale,No
2021-05-15,17:05:20.554,102900005115793,0.317,12.0,sale,No
2021-05-15,17:25:46.360,102900005115793,0.601,12.0,sale,No
2021-05-16,09:37:32.686,102900005115793,0.342,12.0,sale,No
2021-05-16,09:40:49.858,102900005115793,0.392,12.0,sale,No
2021-05-16,09:41:18.983,102900005115793,0.359,12.0,sale,No
2021-05-16,10:39:15.405,102900005115793,0.326,12.0,sale,No
2021-05-16,10:45:50.212,102900005115793,0.292,12.0,sale,No
2021-05-16,11:45:01.855,102900005115793,0.359,12.0,sale,No
2021-05-16,12:20:17.123,102900005115793,0.634,12.0,sale,No
2021-05-16,12:24:19.311,102900005115793,0.659,12.0,sale,No
2021-05-16,12:51:13.268,102900005115793,0.317,12.0,sale,No
2021-05-16,13:37:05.808,102900005115793,0.634,12.0,sale,No
2021-05-16,13:56:33.701,102900005115793,1.72,12.0,sale,No
2021-05-16,14:25:59.764,102900005115793,0.701,12.0,sale,No
2021-05-16,14:45:49.436,102900005115793,0.309,12.0,sale,No
2021-05-16,15:21:53.733,102900005115793,0.634,12.0,sale,No
2021-05-17,09:28:42.498,102900005115793,0.342,12.0,sale,No
2021-05-17,11:00:26.608,102900005115793,0.643,12.0,sale,No
2021-05-17,11:26:21.184,102900005115793,0.743,12.0,sale,No
2021-05-17,12:50:23.743,102900005115793,0.735,12.0,sale,No
2021-05-17,14:05:35.284,102900005115793,0.351,12.0,sale,No
2021-05-17,15:53:28.498,102900005115793,0.359,12.0,sale,No
2021-05-17,15:56:40.034,102900005115793,0.284,12.0,sale,No
2021-05-17,17:34:29.257,102900005115793,0.401,12.0,sale,No
2021-05-17,17:42:18.983,102900005115793,0.317,12.0,sale,No
2021-05-17,18:02:57.288,102900005115793,0.467,12.0,sale,No
2021-05-17,18:03:35.866,102900005115793,0.467,12.0,sale,No
2021-05-17,18:11:42.236,102900005115793,0.801,12.0,sale,No
2021-05-17,18:19:36.936,102900005115793,0.835,12.0,sale,No
2021-05-17,18:21:04.811,102900005115793,0.326,12.0,sale,No
2021-05-18,09:19:24.139,102900005115793,0.877,12.0,sale,No
2021-05-18,09:39:32.389,102900005115793,0.801,12.0,sale,No
2021-05-18,09:50:09.627,102900005115793,0.401,12.0,sale,No
2021-05-18,10:27:03.406,102900005115793,0.476,12.0,sale,No
2021-05-18,10:39:28.030,102900005115793,0.417,12.0,sale,No
2021-05-18,11:11:43.277,102900005115793,0.434,12.0,sale,No
2021-05-18,11:15:39.373,102900005115793,0.434,12.0,sale,No
2021-05-18,11:55:08.563,102900005115793,0.476,12.0,sale,No
2021-05-18,12:36:05.750,102900005115793,0.417,12.0,sale,No
2021-05-18,13:34:29.943,102900005115793,0.367,12.0,sale,No
2021-05-18,14:21:26.420,102900005115793,0.409,12.0,sale,No
2021-05-18,14:32:40.371,102900005115793,0.376,12.0,sale,No
2021-05-18,17:40:39.631,102900005115793,0.409,12.0,sale,No
2021-05-18,17:42:29.155,102900005115793,0.434,12.0,sale,No
2021-05-18,17:50:49.581,102900005115793,0.392,12.0,sale,No
2021-05-18,18:08:13.227,102900005115793,0.376,12.0,sale,No
2021-05-18,18:20:28.342,102900005115793,0.367,12.0,sale,No
2021-05-18,19:10:28.315,102900005115793,0.367,12.0,sale,No
2021-05-18,19:51:59.054,102900005115793,0.421,10.0,sale,Yes
2021-05-18,20:01:40.764,102900005115793,0.421,10.0,sale,Yes
2021-05-18,20:15:19.627,102900005115793,0.762,10.0,sale,Yes
2021-05-19,09:57:26.493,102900005115793,0.376,12.0,sale,No
2021-05-19,10:24:24.168,102900005115793,0.81,12.0,sale,No
2021-05-19,11:28:09.201,102900005115793,0.409,12.0,sale,No
2021-05-19,17:42:40.389,102900005115793,0.735,12.0,sale,No
2021-05-19,18:27:04.064,102900005115793,0.351,12.0,sale,No
2021-05-20,09:42:32.795,102900005115793,0.76,12.0,sale,No
2021-05-20,10:11:54.306,102900005115793,0.417,12.0,sale,No
2021-05-20,10:50:01.829,102900005115793,0.818,12.0,sale,No
2021-05-20,12:12:11.655,102900005115793,0.376,12.0,sale,No
2021-05-20,13:30:35.608,102900005115793,0.367,12.0,sale,No
2021-05-21,15:28:51.717,102900005115793,0.376,12.0,sale,No
2021-05-22,09:26:31.061,102900005115793,0.651,12.0,sale,No
2021-05-22,09:38:35.248,102900005115793,0.785,12.0,sale,No
2021-05-22,09:44:02.623,102900005115793,0.334,12.0,sale,No
2021-05-22,09:51:10.243,102900005115793,0.367,12.0,sale,No
2021-05-22,10:00:54.757,102900005115793,0.351,12.0,sale,No
2021-05-22,10:04:43.695,102900005115793,0.326,12.0,sale,No
2021-05-22,10:23:26.201,102900005115793,0.359,12.0,sale,No
2021-05-22,11:18:02.186,102900005115793,0.317,12.0,sale,No
2021-05-22,11:24:36.030,102900005115793,0.634,12.0,sale,No
2021-05-22,13:10:29.717,102900005115793,0.334,12.0,sale,No
2021-05-22,14:15:43.583,102900005115793,0.401,12.0,sale,No
2021-05-22,15:55:21.030,102900005115793,0.676,12.0,sale,No
2021-05-22,16:53:11.170,102900005115793,0.301,12.0,sale,No
2021-05-22,17:04:46.873,102900005115793,0.367,12.0,sale,No
2021-05-22,17:37:09.576,102900005115793,0.342,12.0,sale,No
2021-05-22,18:10:16.179,102900005115793,0.242,12.0,sale,No
2021-05-22,18:22:31.669,102900005115793,0.334,12.0,sale,No
2021-05-24,09:45:58.846,102900005115793,0.217,12.0,sale,No
2021-05-24,09:49:08.427,102900005115793,0.292,12.0,sale,No
2021-05-24,09:49:09.715,102900005115793,0.276,12.0,sale,No
2021-05-24,10:17:44.426,102900005115793,0.526,12.0,sale,No
2021-05-24,10:18:11.809,102900005115793,0.584,12.0,sale,No
2021-05-24,10:30:26.095,102900005115793,0.334,12.0,sale,No
2021-05-24,10:45:36.795,102900005115793,0.326,12.0,sale,No
2021-05-24,11:33:11.262,102900005115793,0.334,12.0,sale,No
2021-05-24,12:23:37.099,102900005115793,0.309,12.0,sale,No
2021-05-24,12:53:22.030,102900005115793,0.367,12.0,sale,No
2021-05-24,13:13:12.608,102900005115793,0.868,12.0,sale,No
2021-05-24,16:28:05.030,102900005115793,0.267,12.0,sale,No
2021-05-24,18:35:18.477,102900005115793,0.351,12.0,sale,No
2021-05-24,19:18:20.414,102900005115793,0.234,12.0,sale,No
2021-05-24,19:37:32.398,102900005115793,0.209,12.0,sale,No
2021-05-25,10:30:30.692,102900005115793,0.434,12.0,sale,No
2021-05-25,11:47:39.655,102900005115793,0.609,12.0,sale,No
2021-05-25,12:08:16.638,102900005115793,0.434,12.0,sale,No
2021-05-25,12:48:38.533,102900005115793,0.301,12.0,sale,No
2021-05-25,14:31:34.708,102900005115793,0.351,12.0,sale,No
2021-05-25,15:25:07.111,102900005115793,0.467,12.0,sale,No
2021-05-25,15:33:33.929,102900005115793,0.401,12.0,sale,No
2021-05-25,15:51:05.873,102900005115793,0.693,12.0,sale,No
2021-05-25,16:12:01.951,102900005115793,0.342,12.0,sale,No
2021-05-25,16:13:17.561,102900005115793,0.376,12.0,sale,No
2021-05-25,17:27:28.311,102900005115793,0.776,12.0,sale,No
2021-05-25,18:10:52.061,102900005115793,0.334,12.0,sale,No
2021-05-25,19:49:35.170,102900005115793,0.334,12.0,sale,No
2021-05-26,09:34:54.642,102900005115793,0.776,12.0,sale,No
2021-05-26,10:03:48.400,102900005115793,0.801,12.0,sale,No
2021-05-26,11:10:20.812,102900005115793,0.359,12.0,sale,No
2021-05-26,14:25:30.217,102900005115793,0.768,12.0,sale,No
2021-05-26,15:42:23.139,102900005115793,0.751,12.0,sale,No
2021-05-26,16:16:24.549,102900005115793,0.376,12.0,sale,No
2021-05-26,16:58:48.201,102900005115793,0.384,12.0,sale,No
2021-05-26,17:37:39.887,102900005115793,0.367,12.0,sale,No
2021-05-26,17:45:59.235,102900005115793,0.351,12.0,sale,No
2021-05-26,18:10:38.667,102900005115793,0.367,12.0,sale,No
2021-05-26,18:46:03.326,102900005115793,0.367,12.0,sale,No
2021-05-26,19:06:18.393,102900005115793,0.326,12.0,sale,No
2021-05-26,19:18:26.139,102900005115793,1.002,12.0,sale,No
2021-05-26,19:18:37.748,102900005115793,0.735,12.0,sale,No
2021-05-27,09:41:37.655,102900005115793,0.334,12.0,sale,No
2021-05-27,09:46:48.724,102900005115793,0.326,12.0,sale,No
2021-05-27,10:23:46.947,102900005115793,0.685,12.0,sale,No
2021-05-27,12:14:22.764,102900005115793,0.367,12.0,sale,No
2021-05-27,14:25:53.873,102900005115793,0.643,12.0,sale,No
2021-05-27,16:15:18.746,102900005115793,0.384,12.0,sale,No
2021-05-27,17:13:27.420,102900005115793,0.668,12.0,sale,No
2021-05-27,17:34:45.748,102900005115793,0.301,12.0,sale,No
2021-05-28,11:25:26.758,102900005115793,0.409,12.0,sale,No
2021-05-28,13:04:37.092,102900005115793,0.693,12.0,sale,No
2021-05-28,14:41:09.940,102900005115793,0.434,12.0,sale,No
2021-05-28,18:06:04.709,102900005115793,0.367,12.0,sale,No
2021-05-29,09:17:55.451,102900005115793,0.342,12.0,sale,No
2021-05-29,09:45:18.541,102900005115793,0.317,12.0,sale,No
2021-05-29,09:55:56.873,102900005115793,0.701,12.0,sale,No
2021-05-29,10:02:17.496,102900005115793,0.317,12.0,sale,No
2021-05-29,10:04:48.123,102900005115793,0.292,12.0,sale,No
2021-05-29,10:08:52.275,102900005115793,0.935,12.0,sale,No
2021-05-29,10:22:36.774,102900005115793,0.342,12.0,sale,No
2021-05-29,10:33:18.326,102900005115793,0.409,12.0,sale,No
2021-05-29,11:01:06.598,102900005115793,0.317,12.0,sale,No
2021-05-29,11:03:41.313,102900005115793,0.351,12.0,sale,No
2021-05-29,11:07:26.620,102900005115793,0.334,12.0,sale,No
2021-05-29,11:47:17.561,102900005115793,0.392,12.0,sale,No
2021-05-29,13:22:16.014,102900005115793,0.267,12.0,sale,No
2021-05-29,15:56:15.358,102900005115793,0.626,12.0,sale,No
2021-05-29,16:44:55.995,102900005115793,0.384,12.0,sale,No
2021-05-29,17:32:00.409,102900005115793,0.634,12.0,sale,No
2021-05-29,17:39:26.257,102900005115793,0.301,12.0,sale,No
2021-05-29,18:12:31.353,102900005115793,0.618,12.0,sale,No
2021-05-29,19:00:13.905,102900005115793,0.276,12.0,sale,No
2021-05-30,09:50:16.981,102900005115793,0.359,12.0,sale,No
2021-05-30,10:47:50.779,102900005115793,0.442,12.0,sale,No
2021-05-30,11:28:14.852,102900005115793,0.309,12.0,sale,No
2021-05-30,14:57:16.331,102900005115793,0.301,12.0,sale,No
2021-05-30,15:36:08.114,102900005115793,0.618,12.0,sale,No
2021-05-30,17:42:40.839,102900005115793,0.367,12.0,sale,No
2021-05-30,19:37:17.201,102900005115793,0.334,12.0,sale,No
2021-05-30,19:41:28.687,102900005115793,0.284,12.0,sale,No
2021-05-31,09:37:16.780,102900005115793,0.701,12.0,sale,No
2021-05-31,10:47:08.436,102900005115793,0.276,12.0,sale,No
2021-05-31,10:49:33.382,102900005115793,0.626,12.0,sale,No
2021-05-31,11:03:31.064,102900005115793,0.342,12.0,sale,No
2021-05-31,11:35:33.217,102900005115793,0.292,12.0,sale,No
2021-05-31,11:52:01.201,102900005115793,0.284,12.0,sale,No
2021-05-31,12:43:09.983,102900005115793,0.367,12.0,sale,No
2021-05-31,13:25:18.030,102900005115793,0.676,12.0,sale,No
2021-05-31,15:08:11.295,102900005115793,0.985,12.0,sale,No
2021-05-31,15:37:30.233,102900005115793,0.284,12.0,sale,No
2021-05-31,16:40:59.007,102900005115793,0.301,12.0,sale,No
2021-05-31,17:45:46.420,102900005115793,0.659,12.0,sale,No
2021-05-31,18:11:58.795,102900005115793,0.309,12.0,sale,No
2021-05-31,18:30:07.458,102900005115793,0.292,12.0,sale,No
2021-05-31,19:13:44.294,102900005115793,0.342,12.0,sale,No
2021-06-01,09:32:48.201,102900005115793,0.351,12.0,sale,No
2021-06-01,09:43:53.342,102900005115793,0.259,12.0,sale,No
2021-06-01,10:27:39.264,102900005115793,0.643,12.0,sale,No
2021-06-01,17:18:57.873,102900005115793,0.342,12.0,sale,No
2021-06-01,17:42:28.530,102900005115793,0.309,12.0,sale,No
2021-06-01,18:45:55.561,102900005115793,0.643,12.0,sale,No
2021-06-02,09:24:44.686,102900005115793,0.735,12.0,sale,No
2021-06-02,09:46:53.467,102900005115793,0.392,12.0,sale,No
2021-06-02,11:32:35.255,102900005115793,0.401,12.0,sale,No
2021-06-02,12:52:04.425,102900005115793,0.384,12.0,sale,No
2021-06-02,17:28:10.408,102900005115793,0.342,12.0,sale,No
2021-06-02,17:40:37.474,102900005115793,0.317,12.0,sale,No
2021-06-02,18:35:57.032,102900005115793,0.676,12.0,sale,No
2021-06-02,18:44:39.188,102900005115793,0.676,12.0,sale,No
2021-06-02,18:50:37.000,102900005115793,0.292,12.0,sale,No
2021-06-02,18:56:13.948,102900005115793,0.584,12.0,sale,No
